sequence_index,segment_uid,clip_id,video_id,activity,label,step_id,behavior,variation,original_length,padded_frames
586,train_0586_V051_6_2,V051_6_2,V051,ADD_WATER,5,6,recovery,none,32,0
587,train_0587_V051_6_3,V051_6_3,V051,ADD_WATER,5,6,recovery,none,32,0
588,train_0588_V051_6_4,V051_6_4,V051,ADD_WATER,5,6,recovery,none,32,0
589,train_0589_V051_6_5,V051_6_5,V051,ADD_WATER,5,6,recovery,none,32,0
590,train_0590_V051_6_6,V051_6_6,V051,ADD_WATER,5,6,recovery,none,32,0
591,train_0591_V052_1_0,V052_1_0,V052,RETRIEVE_COTTON,0,1,recovery,none,16,16
592,train_0592_V052_1_0,V052_1_0,V052,RETRIEVE_COTTON,0,1,recovery,none,13,19
593,train_0593_V052_2_0,V052_2_0,V052,PLACE_COTTON,1,2,recovery,none,7,25
594,train_0594_V052_2_0,V052_2_0,V052,PLACE_COTTON,1,2,recovery,none,32,0
595,train_0595_V052_2_1,V052_2_1,V052,PLACE_COTTON,1,2,recovery,none,32,0
596,train_0596_V052_2_2,V052_2_2,V052,PLACE_COTTON,1,2,recovery,none,32,0
597,train_0597_V052_2_0,V052_2_0,V052,PLACE_COTTON,1,2,recovery,none,13,19
598,train_0598_V052_3_0,V052_3_0,V052,HANDLE_SEEDS,2,3,recovery,none,19,13
599,train_0599_V052_3_0,V052_3_0,V052,HANDLE_SEEDS,2,3,recovery,none,16,16
600,train_0600_V052_4_0,V052_4_0,V052,PLACE_SEEDS,3,4,recovery,none,19,13
601,train_0601_V052_4_0,V052_4_0,V052,PLACE_SEEDS,3,4,recovery,none,32,0
602,train_0602_V052_4_1,V052_4_1,V052,PLACE_SEEDS,3,4,recovery,none,32,0
603,train_0603_V052_4_2,V052_4_2,V052,PLACE_SEEDS,3,4,recovery,none,32,0
604,train_0604_V052_4_0,V052_4_0,V052,PLACE_SEEDS,3,4,recovery,none,32,0
605,train_0605_V052_4_1,V052_4_1,V052,PLACE_SEEDS,3,4,recovery,none,32,0
606,train_0606_V052_4_0,V052_4_0,V052,PLACE_SEEDS,3,4,recovery,none,25,7
607,train_0607_V052_5_0,V052_5_0,V052,TAKE_DROPPER,4,5,recovery,none,32,0
608,train_0608_V052_5_1,V052_5_1,V052,TAKE_DROPPER,4,5,recovery,none,32,0
609,train_0609_V052_5_2,V052_5_2,V052,TAKE_DROPPER,4,5,recovery,none,32,0
610,train_0610_V052_6_0,V052_6_0,V052,ADD_WATER,5,6,recovery,none,19,13
611,train_0611_V053_1_0,V053_1_0,V053,RETRIEVE_COTTON,0,1,recovery,none,10,22
612,train_0612_V053_2_0,V053_2_0,V053,PLACE_COTTON,1,2,recovery,none,16,16
613,train_0613_V053_3_0,V053_3_0,V053,HANDLE_SEEDS,2,3,recovery,none,16,16
614,train_0614_V053_3_0,V053_3_0,V053,HANDLE_SEEDS,2,3,recovery,none,16,16
615,train_0615_V053_4_0,V053_4_0,V053,PLACE_SEEDS,3,4,recovery,none,31,1
616,train_0616_V053_4_0,V053_4_0,V053,PLACE_SEEDS,3,4,recovery,none,32,0
617,train_0617_V053_4_1,V053_4_1,V053,PLACE_SEEDS,3,4,recovery,none,32,0
618,train_0618_V053_4_2,V053_4_2,V053,PLACE_SEEDS,3,4,recovery,none,32,0
619,train_0619_V053_4_3,V053_4_3,V053,PLACE_SEEDS,3,4,recovery,none,32,0
620,train_0620_V053_4_4,V053_4_4,V053,PLACE_SEEDS,3,4,recovery,none,32,0
621,train_0621_V053_4_5,V053_4_5,V053,PLACE_SEEDS,3,4,recovery,none,32,0
622,train_0622_V053_4_6,V053_4_6,V053,PLACE_SEEDS,3,4,recovery,none,32,0
623,train_0623_V053_4_7,V053_4_7,V053,PLACE_SEEDS,3,4,recovery,none,32,0
624,train_0624_V053_4_8,V053_4_8,V053,PLACE_SEEDS,3,4,recovery,none,32,0
625,train_0625_V053_4_9,V053_4_9,V053,PLACE_SEEDS,3,4,recovery,none,32,0
626,train_0626_V053_4_0,V053_4_0,V053,PLACE_SEEDS,3,4,recovery,none,32,0
627,train_0627_V053_4_1,V053_4_1,V053,PLACE_SEEDS,3,4,recovery,none,32,0
628,train_0628_V053_4_2,V053_4_2,V053,PLACE_SEEDS,3,4,recovery,none,32,0
629,train_0629_V053_4_0,V053_4_0,V053,PLACE_SEEDS,3,4,recovery,none,28,4
630,train_0630_V053_5_0,V053_5_0,V053,TAKE_DROPPER,4,5,recovery,none,32,0
631,train_0631_V053_5_0,V053_5_0,V053,TAKE_DROPPER,4,5,recovery,none,31,1
632,train_0632_V053_6_0,V053_6_0,V053,ADD_WATER,5,6,recovery,none,31,1
633,train_0633_V053_6_0,V053_6_0,V053,ADD_WATER,5,6,recovery,none,19,13
634,train_0634_V055_1_0,V055_1_0,V055,RETRIEVE_COTTON,0,1,recovery,none,32,0
635,train_0635_V055_1_1,V055_1_1,V055,RETRIEVE_COTTON,0,1,recovery,none,32,0
636,train_0636_V055_1_2,V055_1_2,V055,RETRIEVE_COTTON,0,1,recovery,none,32,0
637,train_0637_V055_1_0,V055_1_0,V055,RETRIEVE_COTTON,0,1,recovery,none,32,0
638,train_0638_V055_2_0,V055_2_0,V055,PLACE_COTTON,1,2,recovery,none,7,25
639,train_0639_V055_2_0,V055_2_0,V055,PLACE_COTTON,1,2,recovery,none,32,0
640,train_0640_V055_2_1,V055_2_1,V055,PLACE_COTTON,1,2,recovery,none,32,0
641,train_0641_V055_2_2,V055_2_2,V055,PLACE_COTTON,1,2,recovery,none,32,0
642,train_0642_V055_2_3,V055_2_3,V055,PLACE_COTTON,1,2,recovery,none,32,0
643,train_0643_V055_2_4,V055_2_4,V055,PLACE_COTTON,1,2,recovery,none,32,0
644,train_0644_V055_2_5,V055_2_5,V055,PLACE_COTTON,1,2,recovery,none,32,0
645,train_0645_V055_2_6,V055_2_6,V055,PLACE_COTTON,1,2,recovery,none,32,0
646,train_0646_V055_2_7,V055_2_7,V055,PLACE_COTTON,1,2,recovery,none,32,0
647,train_0647_V055_2_0,V055_2_0,V055,PLACE_COTTON,1,2,recovery,none,31,1
648,train_0648_V055_3_0,V055_3_0,V055,HANDLE_SEEDS,2,3,recovery,none,13,19
649,train_0649_V055_3_0,V055_3_0,V055,HANDLE_SEEDS,2,3,recovery,none,19,13
650,train_0650_V055_4_0,V055_4_0,V055,PLACE_SEEDS,3,4,recovery,none,32,0
651,train_0651_V055_4_0,V055_4_0,V055,PLACE_SEEDS,3,4,recovery,none,32,0
652,train_0652_V055_4_1,V055_4_1,V055,PLACE_SEEDS,3,4,recovery,none,32,0
653,train_0653_V055_4_0,V055_4_0,V055,PLACE_SEEDS,3,4,recovery,none,32,0
654,train_0654_V055_4_1,V055_4_1,V055,PLACE_SEEDS,3,4,recovery,none,32,0
655,train_0655_V055_4_2,V055_4_2,V055,PLACE_SEEDS,3,4,recovery,none,32,0
656,train_0656_V055_4_3,V055_4_3,V055,PLACE_SEEDS,3,4,recovery,none,32,0
657,train_0657_V055_4_4,V055_4_4,V055,PLACE_SEEDS,3,4,recovery,none,32,0
658,train_0658_V055_4_5,V055_4_5,V055,PLACE_SEEDS,3,4,recovery,none,32,0
659,train_0659_V055_4_6,V055_4_6,V055,PLACE_SEEDS,3,4,recovery,none,32,0
660,train_0660_V055_4_7,V055_4_7,V055,PLACE_SEEDS,3,4,recovery,none,32,0
661,train_0661_V055_4_8,V055_4_8,V055,PLACE_SEEDS,3,4,recovery,none,32,0
662,train_0662_V055_4_0,V055_4_0,V055,PLACE_SEEDS,3,4,recovery,none,32,0
663,train_0663_V055_5_0,V055_5_0,V055,TAKE_DROPPER,4,5,recovery,none,32,0
664,train_0664_V055_6_0,V055_6_0,V055,ADD_WATER,5,6,recovery,none,25,7
665,train_0665_V056_1_0,V056_1_0,V056,RETRIEVE_COTTON,0,1,recovery,none,19,13
666,train_0666_V056_2_0,V056_2_0,V056,PLACE_COTTON,1,2,recovery,none,19,13
667,train_0667_V056_3_0,V056_3_0,V056,HANDLE_SEEDS,2,3,recovery,none,25,7
668,train_0668_V056_3_0,V056_3_0,V056,HANDLE_SEEDS,2,3,recovery,none,28,4
669,train_0669_V056_4_0,V056_4_0,V056,PLACE_SEEDS,3,4,recovery,none,19,13
670,train_0670_V056_4_0,V056_4_0,V056,PLACE_SEEDS,3,4,recovery,none,32,0
671,train_0671_V056_4_1,V056_4_1,V056,PLACE_SEEDS,3,4,recovery,none,32,0
672,train_0672_V056_4_2,V056_4_2,V056,PLACE_SEEDS,3,4,recovery,none,32,0
673,train_0673_V056_4_3,V056_4_3,V056,PLACE_SEEDS,3,4,recovery,none,32,0
674,train_0674_V056_4_4,V056_4_4,V056,PLACE_SEEDS,3,4,recovery,none,32,0
675,train_0675_V056_4_5,V056_4_5,V056,PLACE_SEEDS,3,4,recovery,none,32,0
676,train_0676_V056_4_6,V056_4_6,V056,PLACE_SEEDS,3,4,recovery,none,32,0
677,train_0677_V056_4_7,V056_4_7,V056,PLACE_SEEDS,3,4,recovery,none,32,0
678,train_0678_V056_4_8,V056_4_8,V056,PLACE_SEEDS,3,4,recovery,none,32,0
679,train_0679_V056_4_9,V056_4_9,V056,PLACE_SEEDS,3,4,recovery,none,32,0
680,train_0680_V056_4_10,V056_4_10,V056,PLACE_SEEDS,3,4,recovery,none,32,0
681,train_0681_V056_4_11,V056_4_11,V056,PLACE_SEEDS,3,4,recovery,none,32,0
682,train_0682_V056_4_12,V056_4_12,V056,PLACE_SEEDS,3,4,recovery,none,32,0
683,train_0683_V056_4_13,V056_4_13,V056,PLACE_SEEDS,3,4,recovery,none,32,0
684,train_0684_V056_4_14,V056_4_14,V056,PLACE_SEEDS,3,4,recovery,none,32,0
685,train_0685_V056_4_0,V056_4_0,V056,PLACE_SEEDS,3,4,recovery,none,16,16
686,train_0686_V056_5_0,V056_5_0,V056,TAKE_DROPPER,4,5,recovery,none,32,0
687,train_0687_V056_5_1,V056_5_1,V056,TAKE_DROPPER,4,5,recovery,none,32,0
688,train_0688_V056_5_2,V056_5_2,V056,TAKE_DROPPER,4,5,recovery,none,32,0
689,train_0689_V056_5_3,V056_5_3,V056,TAKE_DROPPER,4,5,recovery,none,32,0
690,train_0690_V056_5_4,V056_5_4,V056,TAKE_DROPPER,4,5,recovery,none,32,0
691,train_0691_V056_5_5,V056_5_5,V056,TAKE_DROPPER,4,5,recovery,none,32,0
692,train_0692_V056_6_0,V056_6_0,V056,ADD_WATER,5,6,recovery,none,32,0
693,train_0693_V058_1_0,V058_1_0,V058,RETRIEVE_COTTON,0,1,recovery,none,19,13
694,train_0694_V058_2_0,V058_2_0,V058,PLACE_COTTON,1,2,recovery,none,13,19
695,train_0695_V058_3_0,V058_3_0,V058,HANDLE_SEEDS,2,3,recovery,none,19,13
696,train_0696_V058_3_0,V058_3_0,V058,HANDLE_SEEDS,2,3,recovery,none,32,0
697,train_0697_V058_3_0,V058_3_0,V058,HANDLE_SEEDS,2,3,recovery,none,22,10
698,train_0698_V058_4_0,V058_4_0,V058,PLACE_SEEDS,3,4,recovery,none,19,13
699,train_0699_V058_4_0,V058_4_0,V058,PLACE_SEEDS,3,4,recovery,none,32,0
700,train_0700_V058_5_0,V058_5_0,V058,TAKE_DROPPER,4,5,recovery,none,32,0
701,train_0701_V058_5_1,V058_5_1,V058,TAKE_DROPPER,4,5,recovery,none,32,0
702,train_0702_V058_5_2,V058_5_2,V058,TAKE_DROPPER,4,5,recovery,none,32,0
703,train_0703_V058_5_3,V058_5_3,V058,TAKE_DROPPER,4,5,recovery,none,32,0
704,train_0704_V058_5_4,V058_5_4,V058,TAKE_DROPPER,4,5,recovery,none,32,0
705,train_0705_V058_6_0,V058_6_0,V058,ADD_WATER,5,6,recovery,none,32,0
706,train_0706_V059_1_0,V059_1_0,V059,RETRIEVE_COTTON,0,1,hesitation,none,28,4
707,train_0707_V059_2_0,V059_2_0,V059,PLACE_COTTON,1,2,hesitation,none,32,0
708,train_0708_V059_2_1,V059_2_1,V059,PLACE_COTTON,1,2,hesitation,none,32,0
709,train_0709_V059_3_0,V059_3_0,V059,HANDLE_SEEDS,2,3,hesitation,none,32,0
710,train_0710_V059_3_1,V059_3_1,V059,HANDLE_SEEDS,2,3,hesitation,none,32,0
711,train_0711_V059_4_0,V059_4_0,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
712,train_0712_V059_4_1,V059_4_1,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
713,train_0713_V059_4_2,V059_4_2,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
714,train_0714_V059_4_3,V059_4_3,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
715,train_0715_V059_4_4,V059_4_4,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
716,train_0716_V059_4_5,V059_4_5,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
717,train_0717_V059_4_6,V059_4_6,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
718,train_0718_V059_4_7,V059_4_7,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
719,train_0719_V059_4_8,V059_4_8,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
720,train_0720_V059_4_9,V059_4_9,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
721,train_0721_V059_4_10,V059_4_10,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
722,train_0722_V059_4_11,V059_4_11,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
723,train_0723_V059_4_12,V059_4_12,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
724,train_0724_V059_4_13,V059_4_13,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
725,train_0725_V059_4_14,V059_4_14,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
726,train_0726_V059_4_15,V059_4_15,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
727,train_0727_V059_4_16,V059_4_16,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
728,train_0728_V059_4_17,V059_4_17,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
729,train_0729_V059_4_18,V059_4_18,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
730,train_0730_V059_4_19,V059_4_19,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
731,train_0731_V059_4_20,V059_4_20,V059,PLACE_SEEDS,3,4,hesitation,none,32,0
732,train_0732_V059_5_0,V059_5_0,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
733,train_0733_V059_5_1,V059_5_1,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
734,train_0734_V059_5_2,V059_5_2,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
735,train_0735_V059_5_3,V059_5_3,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
736,train_0736_V059_5_4,V059_5_4,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
737,train_0737_V059_5_5,V059_5_5,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
738,train_0738_V059_5_6,V059_5_6,V059,TAKE_DROPPER,4,5,hesitation,none,32,0
739,train_0739_V059_6_0,V059_6_0,V059,ADD_WATER,5,6,hesitation,none,32,0
740,train_0740_V059_6_1,V059_6_1,V059,ADD_WATER,5,6,hesitation,none,32,0
741,train_0741_V059_6_2,V059_6_2,V059,ADD_WATER,5,6,hesitation,none,32,0
742,train_0742_V059_6_3,V059_6_3,V059,ADD_WATER,5,6,hesitation,none,32,0
743,train_0743_V059_6_4,V059_6_4,V059,ADD_WATER,5,6,hesitation,none,32,0
744,train_0744_V059_6_5,V059_6_5,V059,ADD_WATER,5,6,hesitation,none,32,0
745,train_0745_V059_6_6,V059_6_6,V059,ADD_WATER,5,6,hesitation,none,32,0
746,train_0746_V060_1_0,V060_1_0,V060,RETRIEVE_COTTON,0,1,hesitation,none,32,0
747,train_0747_V060_1_1,V060_1_1,V060,RETRIEVE_COTTON,0,1,hesitation,none,32,0
748,train_0748_V060_1_2,V060_1_2,V060,RETRIEVE_COTTON,0,1,hesitation,none,32,0
749,train_0749_V060_2_0,V060_2_0,V060,PLACE_COTTON,1,2,hesitation,none,7,25
750,train_0750_V060_3_0,V060_3_0,V060,HANDLE_SEEDS,2,3,hesitation,none,23,9
751,train_0751_V060_4_0,V060_4_0,V060,PLACE_SEEDS,3,4,hesitation,none,32,0
752,train_0752_V060_4_1,V060_4_1,V060,PLACE_SEEDS,3,4,hesitation,none,32,0
753,train_0753_V060_4_2,V060_4_2,V060,PLACE_SEEDS,3,4,hesitation,none,32,0
754,train_0754_V060_4_3,V060_4_3,V060,PLACE_SEEDS,3,4,hesitation,none,32,0
755,train_0755_V060_5_0,V060_5_0,V060,TAKE_DROPPER,4,5,hesitation,none,32,0
756,train_0756_V060_5_1,V060_5_1,V060,TAKE_DROPPER,4,5,hesitation,none,32,0
757,train_0757_V060_5_2,V060_5_2,V060,TAKE_DROPPER,4,5,hesitation,none,32,0
758,train_0758_V060_5_3,V060_5_3,V060,TAKE_DROPPER,4,5,hesitation,none,32,0
759,train_0759_V060_5_4,V060_5_4,V060,TAKE_DROPPER,4,5,hesitation,none,32,0
760,train_0760_V060_6_0,V060_6_0,V060,ADD_WATER,5,6,hesitation,none,16,16
761,train_0761_V061_1_0,V061_1_0,V061,RETRIEVE_COTTON,0,1,hesitation,none,16,16
762,train_0762_V061_2_0,V061_2_0,V061,PLACE_COTTON,1,2,hesitation,none,32,0
763,train_0763_V061_2_1,V061_2_1,V061,PLACE_COTTON,1,2,hesitation,none,32,0
764,train_0764_V061_3_0,V061_3_0,V061,HANDLE_SEEDS,2,3,hesitation,none,16,16
765,train_0765_V061_4_0,V061_4_0,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
766,train_0766_V061_4_1,V061_4_1,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
767,train_0767_V061_4_2,V061_4_2,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
768,train_0768_V061_4_3,V061_4_3,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
769,train_0769_V061_4_4,V061_4_4,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
770,train_0770_V061_4_5,V061_4_5,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
771,train_0771_V061_4_6,V061_4_6,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
772,train_0772_V061_4_7,V061_4_7,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
773,train_0773_V061_4_8,V061_4_8,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
774,train_0774_V061_4_9,V061_4_9,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
775,train_0775_V061_4_10,V061_4_10,V061,PLACE_SEEDS,3,4,hesitation,none,32,0
776,train_0776_V061_5_0,V061_5_0,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
777,train_0777_V061_5_1,V061_5_1,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
778,train_0778_V061_5_2,V061_5_2,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
779,train_0779_V061_5_3,V061_5_3,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
780,train_0780_V061_5_4,V061_5_4,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
781,train_0781_V061_5_5,V061_5_5,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
782,train_0782_V061_5_6,V061_5_6,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
783,train_0783_V061_5_7,V061_5_7,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
784,train_0784_V061_5_8,V061_5_8,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
785,train_0785_V061_5_9,V061_5_9,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
786,train_0786_V061_5_10,V061_5_10,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
787,train_0787_V061_5_11,V061_5_11,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
788,train_0788_V061_5_12,V061_5_12,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
789,train_0789_V061_5_13,V061_5_13,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
790,train_0790_V061_5_14,V061_5_14,V061,TAKE_DROPPER,4,5,hesitation,none,32,0
791,train_0791_V061_6_0,V061_6_0,V061,ADD_WATER,5,6,hesitation,none,19,13
792,train_0792_V062_1_0,V062_1_0,V062,RETRIEVE_COTTON,0,1,hesitation,none,13,19
793,train_0793_V062_1_0,V062_1_0,V062,RETRIEVE_COTTON,0,1,hesitation,none,22,10
794,train_0794_V062_2_0,V062_2_0,V062,PLACE_COTTON,1,2,hesitation,none,13,19
795,train_0795_V062_2_0,V062_2_0,V062,PLACE_COTTON,1,2,hesitation,none,19,13
796,train_0796_V062_3_0,V062_3_0,V062,HANDLE_SEEDS,2,3,hesitation,none,25,7
797,train_0797_V062_4_0,V062_4_0,V062,PLACE_SEEDS,3,4,hesitation,none,31,1
798,train_0798_V062_5_0,V062_5_0,V062,TAKE_DROPPER,4,5,hesitation,none,32,0
799,train_0799_V062_5_1,V062_5_1,V062,TAKE_DROPPER,4,5,hesitation,none,32,0
800,train_0800_V062_5_2,V062_5_2,V062,TAKE_DROPPER,4,5,hesitation,none,32,0
801,train_0801_V062_5_3,V062_5_3,V062,TAKE_DROPPER,4,5,hesitation,none,32,0
802,train_0802_V062_5_4,V062_5_4,V062,TAKE_DROPPER,4,5,hesitation,none,32,0
803,train_0803_V062_6_0,V062_6_0,V062,ADD_WATER,5,6,hesitation,none,28,4
804,train_0804_V064_1_0,V064_1_0,V064,RETRIEVE_COTTON,0,1,hesitation,none,25,7
805,train_0805_V064_2_0,V064_2_0,V064,PLACE_COTTON,1,2,hesitation,none,19,13
806,train_0806_V064_3_0,V064_3_0,V064,HANDLE_SEEDS,2,3,hesitation,none,16,16
807,train_0807_V064_4_0,V064_4_0,V064,PLACE_SEEDS,3,4,hesitation,none,28,4
808,train_0808_V064_5_0,V064_5_0,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
809,train_0809_V064_5_1,V064_5_1,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
810,train_0810_V064_5_2,V064_5_2,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
811,train_0811_V064_5_3,V064_5_3,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
812,train_0812_V064_5_4,V064_5_4,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
813,train_0813_V064_5_5,V064_5_5,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
814,train_0814_V064_5_6,V064_5_6,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
815,train_0815_V064_5_7,V064_5_7,V064,TAKE_DROPPER,4,5,hesitation,none,32,0
816,train_0816_V064_6_0,V064_6_0,V064,ADD_WATER,5,6,hesitation,none,32,0
817,train_0817_V065_1_0,V065_1_0,V065,RETRIEVE_COTTON,0,1,hesitation,none,13,19
818,train_0818_V065_2_0,V065_2_0,V065,PLACE_COTTON,1,2,hesitation,none,32,0
819,train_0819_V065_3_0,V065_3_0,V065,HANDLE_SEEDS,2,3,hesitation,none,16,16
820,train_0820_V065_4_0,V065_4_0,V065,PLACE_SEEDS,3,4,hesitation,none,32,0
821,train_0821_V065_4_1,V065_4_1,V065,PLACE_SEEDS,3,4,hesitation,none,32,0
822,train_0822_V065_5_0,V065_5_0,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
823,train_0823_V065_5_1,V065_5_1,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
824,train_0824_V065_5_2,V065_5_2,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
825,train_0825_V065_5_3,V065_5_3,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
826,train_0826_V065_5_4,V065_5_4,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
827,train_0827_V065_5_5,V065_5_5,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
828,train_0828_V065_5_6,V065_5_6,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
829,train_0829_V065_5_7,V065_5_7,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
830,train_0830_V065_5_8,V065_5_8,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
831,train_0831_V065_5_9,V065_5_9,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
832,train_0832_V065_5_10,V065_5_10,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
833,train_0833_V065_5_11,V065_5_11,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
834,train_0834_V065_5_12,V065_5_12,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
835,train_0835_V065_5_13,V065_5_13,V065,TAKE_DROPPER,4,5,hesitation,none,32,0
836,train_0836_V065_6_0,V065_6_0,V065,ADD_WATER,5,6,hesitation,none,32,0
837,train_0837_V065_6_1,V065_6_1,V065,ADD_WATER,5,6,hesitation,none,32,0
838,train_0838_V065_6_2,V065_6_2,V065,ADD_WATER,5,6,hesitation,none,32,0
839,train_0839_V065_6_3,V065_6_3,V065,ADD_WATER,5,6,hesitation,none,32,0
840,train_0840_V065_6_4,V065_6_4,V065,ADD_WATER,5,6,hesitation,none,32,0
841,train_0841_V067_1_0,V067_1_0,V067,RETRIEVE_COTTON,0,1,incorrect,none,32,0
842,train_0842_V067_1_1,V067_1_1,V067,RETRIEVE_COTTON,0,1,incorrect,none,32,0
843,train_0843_V067_2_0,V067_2_0,V067,PLACE_COTTON,1,2,incorrect,none,32,0
844,train_0844_V067_2_1,V067_2_1,V067,PLACE_COTTON,1,2,incorrect,none,32,0
845,train_0845_V067_2_2,V067_2_2,V067,PLACE_COTTON,1,2,incorrect,none,32,0
846,train_0846_V067_3_0,V067_3_0,V067,HANDLE_SEEDS,2,3,incorrect,none,22,10
847,train_0847_V067_4_0,V067_4_0,V067,PLACE_SEEDS,3,4,incorrect,none,28,4
848,train_0848_V067_5_0,V067_5_0,V067,TAKE_DROPPER,4,5,incorrect,none,16,16
849,train_0849_V067_6_0,V067_6_0,V067,ADD_WATER,5,6,incorrect,none,32,0
850,train_0850_V067_6_1,V067_6_1,V067,ADD_WATER,5,6,incorrect,none,32,0
851,train_0851_V067_6_2,V067_6_2,V067,ADD_WATER,5,6,incorrect,none,32,0
852,train_0852_V067_6_3,V067_6_3,V067,ADD_WATER,5,6,incorrect,none,32,0
853,train_0853_V067_6_4,V067_6_4,V067,ADD_WATER,5,6,incorrect,none,32,0
854,train_0854_V067_6_5,V067_6_5,V067,ADD_WATER,5,6,incorrect,none,32,0
855,train_0855_V067_6_6,V067_6_6,V067,ADD_WATER,5,6,incorrect,none,32,0
856,train_0856_V067_6_7,V067_6_7,V067,ADD_WATER,5,6,incorrect,none,32,0
857,train_0857_V067_6_8,V067_6_8,V067,ADD_WATER,5,6,incorrect,none,32,0
858,train_0858_V067_6_9,V067_6_9,V067,ADD_WATER,5,6,incorrect,none,32,0
859,train_0859_V067_6_10,V067_6_10,V067,ADD_WATER,5,6,incorrect,none,32,0
860,train_0860_V067_6_11,V067_6_11,V067,ADD_WATER,5,6,incorrect,none,32,0
861,train_0861_V067_6_12,V067_6_12,V067,ADD_WATER,5,6,incorrect,none,32,0
862,train_0862_V068_1_0,V068_1_0,V068,RETRIEVE_COTTON,0,1,incorrect,none,7,25
863,train_0863_V068_2_0,V068_2_0,V068,PLACE_COTTON,1,2,incorrect,none,4,28
864,train_0864_V068_3_0,V068_3_0,V068,HANDLE_SEEDS,2,3,incorrect,none,13,19
865,train_0865_V068_4_0,V068_4_0,V068,PLACE_SEEDS,3,4,incorrect,none,22,10
866,train_0866_V068_5_0,V068_5_0,V068,TAKE_DROPPER,4,5,incorrect,none,32,0
867,train_0867_V068_5_1,V068_5_1,V068,TAKE_DROPPER,4,5,incorrect,none,32,0
868,train_0868_V068_5_2,V068_5_2,V068,TAKE_DROPPER,4,5,incorrect,none,32,0
